trafficindexdate,minimum_traffic_index,maximum_traffic_index,average_traffic_index
2016-10-08 00:00:00 +0000 +0000,1,62,29.1215277777777778
2016-10-09 00:00:00 +0000 +0000,1,49,20.5017421602787456
2016-10-10 00:00:00 +0000 +0000,1,65,24.4615384615384615
2016-10-11 00:00:00 +0000 +0000,1,80,27.9166666666666667
2016-10-12 00:00:00 +0000 +0000,1,65,26.2961672473867596
2016-10-13 00:00:00 +0000 +0000,1,72,30.9687500000000000
2016-10-14 00:00:00 +0000 +0000,1,72,31.3449477351916376
2016-10-15 00:00:00 +0000 +0000,1,62,28.9618055555555556
2016-10-16 00:00:00 +0000 +0000,1,53,21.2613240418118467
2016-10-17 00:00:00 +0000 +0000,2,72,31.3693379790940767
2016-10-18 00:00:00 +0000 +0000,2,71,31.2195121951219512
2016-10-19 00:00:00 +0000 +0000,1,67,27.4491228070175439
2016-10-20 00:00:00 +0000 +0000,1,67,27.6363636363636364
2016-10-21 00:00:00 +0000 +0000,1,71,30.8958333333333333
2016-10-22 00:00:00 +0000 +0000,1,65,29.5173611111111111
2016-10-23 00:00:00 +0000 +0000,1,49,22.1498257839721254
2016-10-24 00:00:00 +0000 +0000,1,63,24.4181184668989547
2016-10-25 00:00:00 +0000 +0000,1,62,26.4808362369337979
2016-10-26 00:00:00 +0000 +0000,1,69,28.4181184668989547
2016-10-27 00:00:00 +0000 +0000,1,72,32.4583333333333333
2016-10-28 00:00:00 +0000 +0000,1,60,32.4703832752613240
2016-10-29 00:00:00 +0000 +0000,1,44,18.7986111111111111
2016-10-30 00:00:00 +0000 +0000,1,51,19.8989547038327526
2016-10-31 00:00:00 +0000 +0000,1,65,24.6805555555555556
2016-11-01 00:00:00 +0000 +0000,1,74,27.3867595818815331
2016-11-02 00:00:00 +0000 +0000,1,69,28.3031358885017422
2016-11-03 00:00:00 +0000 +0000,1,71,28.7595818815331010
2016-11-04 00:00:00 +0000 +0000,1,72,34.3697183098591549
2016-11-05 00:00:00 +0000 +0000,1,56,25.6701388888888889
2016-11-06 00:00:00 +0000 +0000,1,47,16.9407665505226481
2016-11-07 00:00:00 +0000 +0000,1,60,23.3051470588235294
2016-11-08 00:00:00 +0000 +0000,1,69,26.4860139860139860
2016-11-09 00:00:00 +0000 +0000,1,65,25.2570422535211268
2016-11-10 00:00:00 +0000 +0000,1,74,32.1241134751773050
2016-11-11 00:00:00 +0000 +0000,1,74,30.8191489361702128
2016-11-12 00:00:00 +0000 +0000,1,63,27.8536585365853659
2016-11-13 00:00:00 +0000 +0000,1,53,22.1631944444444444
2016-11-14 00:00:00 +0000 +0000,1,67,25.3426573426573427
2016-11-15 00:00:00 +0000 +0000,1,69,29.5000000000000000
2016-11-16 00:00:00 +0000 +0000,1,69,26.7979094076655052
2016-11-17 00:00:00 +0000 +0000,1,81,31.1672473867595819
2016-11-18 00:00:00 +0000 +0000,1,69,28.5614035087719298
2016-11-19 00:00:00 +0000 +0000,1,62,26.1423611111111111
2016-11-20 00:00:00 +0000 +0000,1,45,17.1184668989547038
2016-11-21 00:00:00 +0000 +0000,1,65,24.7730496453900709
2016-11-22 00:00:00 +0000 +0000,1,67,27.0416666666666667
2016-11-23 00:00:00 +0000 +0000,1,72,27.4982578397212544
2016-11-24 00:00:00 +0000 +0000,1,72,29.2752613240418118
2016-11-25 00:00:00 +0000 +0000,1,69,27.2777777777777778
2016-11-26 00:00:00 +0000 +0000,1,60,23.7804878048780488
2016-11-27 00:00:00 +0000 +0000,1,51,18.9409722222222222
2016-11-28 00:00:00 +0000 +0000,2,81,39.5781818181818182
2016-11-29 00:00:00 +0000 +0000,6,80,41.9754385964912281
2016-11-30 00:00:00 +0000 +0000,2,67,31.5454545454545455
2016-12-01 00:00:00 +0000 +0000,1,71,25.8923611111111111
2016-12-02 00:00:00 +0000 +0000,1,78,31.7622377622377622
2016-12-03 00:00:00 +0000 +0000,1,62,26.0452961672473868
2016-12-04 00:00:00 +0000 +0000,1,49,18.4860139860139860
2016-12-05 00:00:00 +0000 +0000,1,69,26.4459930313588850
2016-12-06 00:00:00 +0000 +0000,1,80,34.7153024911032028
2016-12-07 00:00:00 +0000 +0000,1,78,31.7745454545454545
2016-12-08 00:00:00 +0000 +0000,1,80,30.2071713147410359
2016-12-09 00:00:00 +0000 +0000,1,76,30.6794425087108014
2016-12-10 00:00:00 +0000 +0000,1,65,28.5684210526315789
2016-12-11 00:00:00 +0000 +0000,1,47,19.3728222996515679
2016-12-12 00:00:00 +0000 +0000,1,78,31.4092526690391459
2016-12-13 00:00:00 +0000 +0000,9,81,37.9962264150943396
2016-12-14 00:00:00 +0000 +0000,2,63,29.2613240418118467
2016-12-15 00:00:00 +0000 +0000,1,74,32.8741258741258741
2016-12-16 00:00:00 +0000 +0000,8,87,35.9430604982206406
2016-12-17 00:00:00 +0000 +0000,11,45,24.7881944444444444
2016-12-18 00:00:00 +0000 +0000,1,44,17.8274647887323944
2016-12-19 00:00:00 +0000 +0000,2,63,25.8550185873605948
2016-12-20 00:00:00 +0000 +0000,4,81,32.8785046728971963
2016-12-21 00:00:00 +0000 +0000,9,78,36.9839357429718876
2016-12-22 00:00:00 +0000 +0000,8,78,35.0350877192982456
2016-12-23 00:00:00 +0000 +0000,9,72,37.7922535211267606
2016-12-24 00:00:00 +0000 +0000,9,56,29.5871886120996441
2016-12-25 00:00:00 +0000 +0000,1,42,17.0555555555555556
2016-12-26 00:00:00 +0000 +0000,2,72,30.0174216027874564
2016-12-27 00:00:00 +0000 +0000,1,74,32.0625000000000000
2016-12-28 00:00:00 +0000 +0000,4,67,30.2535211267605634
2016-12-29 00:00:00 +0000 +0000,9,83,43.3886925795053004
2016-12-30 00:00:00 +0000 +0000,15,69,36.8601398601398601
2016-12-31 00:00:00 +0000 +0000,9,51,23.6620209059233449
2017-01-01 00:00:00 +0000 +0000,4,24,12.7664233576642336
2017-01-02 00:00:00 +0000 +0000,1,58,21.8020833333333333
2017-01-03 00:00:00 +0000 +0000,2,62,23.6759581881533101
2017-01-04 00:00:00 +0000 +0000,1,67,26.3728222996515679
2017-01-05 00:00:00 +0000 +0000,1,76,35.1045296167247387
2017-01-06 00:00:00 +0000 +0000,2,90,36.3658536585365854
2017-01-07 00:00:00 +0000 +0000,5,69,21.8491228070175439
2017-01-08 00:00:00 +0000 +0000,2,24,7.4982578397212544
2017-01-09 00:00:00 +0000 +0000,15,60,40.1433691756272401
2017-01-10 00:00:00 +0000 +0000,7,38,22.6097560975609756
2017-01-11 00:00:00 +0000 +0000,8,50,26.8606271777003484
2017-01-12 00:00:00 +0000 +0000,5,50,28.3251748251748252
2017-01-13 00:00:00 +0000 +0000,11,70,34.5104895104895105
2017-01-14 00:00:00 +0000 +0000,9,54,30.1707317073170732
2017-01-15 00:00:00 +0000 +0000,4,47,24.7743055555555556
2017-01-16 00:00:00 +0000 +0000,8,64,35.2020905923344948
2017-01-17 00:00:00 +0000 +0000,15,64,36.7038327526132404
2017-01-18 00:00:00 +0000 +0000,13,69,37.7359154929577465
2017-01-19 00:00:00 +0000 +0000,13,69,35.1363636363636364
2017-01-20 00:00:00 +0000 +0000,15,69,38.1494661921708185
2017-01-21 00:00:00 +0000 +0000,11,49,27.6405693950177936
2017-01-22 00:00:00 +0000 +0000,8,42,22.6724738675958188
2017-01-23 00:00:00 +0000 +0000,11,56,29.3993055555555556
2017-01-24 00:00:00 +0000 +0000,9,59,30.4064748201438849
2017-01-25 00:00:00 +0000 +0000,9,65,35.9125475285171103
2017-01-26 00:00:00 +0000 +0000,9,59,28.2752613240418118
2017-01-27 00:00:00 +0000 +0000,9,49,25.6360424028268551
2017-01-28 00:00:00 +0000 +0000,6,53,28.5496453900709220
2017-01-29 00:00:00 +0000 +0000,4,42,22.2090592334494774
2017-01-30 00:00:00 +0000 +0000,9,57,30.4468085106382979
2017-01-31 00:00:00 +0000 +0000,8,63,28.8666666666666667
2017-02-01 00:00:00 +0000 +0000,1,65,26.0548780487804878
2017-02-02 00:00:00 +0000 +0000,1,64,28.8402777777777778
2017-02-03 00:00:00 +0000 +0000,1,64,28.3368055555555556
2017-02-04 00:00:00 +0000 +0000,1,49,24.9513888888888889
2017-02-05 00:00:00 +0000 +0000,4,47,22.0659722222222222
2017-02-06 00:00:00 +0000 +0000,1,51,22.2986111111111111
2017-02-07 00:00:00 +0000 +0000,1,53,23.9687500000000000
2017-02-08 00:00:00 +0000 +0000,1,59,26.3368055555555556
2017-02-09 00:00:00 +0000 +0000,4,64,32.3784722222222222
2017-02-10 00:00:00 +0000 +0000,4,56,25.7013888888888889
2017-02-11 00:00:00 +0000 +0000,1,42,20.0590277777777778
2017-02-12 00:00:00 +0000 +0000,1,45,18.8437500000000000
2017-02-13 00:00:00 +0000 +0000,1,57,25.6354166666666667
2017-02-14 00:00:00 +0000 +0000,2,56,27.9305555555555556
2017-02-15 00:00:00 +0000 +0000,1,53,23.5243055555555556
2017-02-16 00:00:00 +0000 +0000,2,56,28.1631944444444444
2017-02-17 00:00:00 +0000 +0000,1,63,27.2187500000000000
2017-02-18 00:00:00 +0000 +0000,1,45,21.9166666666666667
2017-02-19 00:00:00 +0000 +0000,1,38,16.5833333333333333
2017-02-20 00:00:00 +0000 +0000,2,63,28.5555555555555556
2017-02-21 00:00:00 +0000 +0000,1,56,26.0729166666666667
2017-02-22 00:00:00 +0000 +0000,1,54,24.9965277777777778
2017-02-23 00:00:00 +0000 +0000,1,59,27.2847222222222222
2017-02-24 00:00:00 +0000 +0000,1,61,28.2152777777777778
2017-02-25 00:00:00 +0000 +0000,1,11,5.1538461538461538
2017-03-07 00:00:00 +0000 +0000,4,63,36.8630136986301370
2017-03-08 00:00:00 +0000 +0000,1,59,28.9687500000000000
2017-03-09 00:00:00 +0000 +0000,1,71,31.4626865671641791
2017-03-10 00:00:00 +0000 +0000,1,57,26.9477351916376307
2017-03-11 00:00:00 +0000 +0000,1,51,25.6666666666666667
2017-03-12 00:00:00 +0000 +0000,6,47,21.9090909090909091
2017-03-13 00:00:00 +0000 +0000,1,57,28.1777003484320557
2017-03-14 00:00:00 +0000 +0000,2,64,32.4551971326164875
2017-03-15 00:00:00 +0000 +0000,2,49,23.3741258741258741
2017-03-16 00:00:00 +0000 +0000,1,51,26.1690140845070423
2017-03-17 00:00:00 +0000 +0000,1,63,30.5964912280701754
2017-03-18 00:00:00 +0000 +0000,1,45,22.2361111111111111
2017-03-19 00:00:00 +0000 +0000,1,49,15.9651567944250871
2017-03-20 00:00:00 +0000 +0000,1,49,21.6714285714285714
2017-03-21 00:00:00 +0000 +0000,1,51,25.6840277777777778
2017-03-22 00:00:00 +0000 +0000,1,63,28.5598591549295775
2017-03-23 00:00:00 +0000 +0000,1,57,26.8601398601398601
2017-03-24 00:00:00 +0000 +0000,1,59,27.3496503496503497
2017-03-25 00:00:00 +0000 +0000,1,49,25.6689895470383275
2017-03-26 00:00:00 +0000 +0000,1,49,20.5052264808362369
2017-03-27 00:00:00 +0000 +0000,1,56,23.9750000000000000
2017-03-28 00:00:00 +0000 +0000,1,56,25.7665505226480836
2017-03-29 00:00:00 +0000 +0000,1,57,25.8501742160278746
2017-03-30 00:00:00 +0000 +0000,1,59,27.6491228070175439
2017-03-31 00:00:00 +0000 +0000,1,54,26.2118055555555556
2017-04-01 00:00:00 +0000 +0000,1,51,24.8257839721254355
2017-04-02 00:00:00 +0000 +0000,1,47,20.1811846689895470
2017-04-03 00:00:00 +0000 +0000,1,51,22.8641114982578397
2017-04-04 00:00:00 +0000 +0000,1,53,24.7622377622377622
2017-04-05 00:00:00 +0000 +0000,1,56,25.3607142857142857
2017-04-06 00:00:00 +0000 +0000,1,56,27.4791666666666667
2017-04-07 00:00:00 +0000 +0000,1,63,29.6830985915492958
2017-04-08 00:00:00 +0000 +0000,1,65,33.0243902439024390
2017-04-09 00:00:00 +0000 +0000,1,54,25.4618055555555556
2017-04-10 00:00:00 +0000 +0000,1,56,23.1546762589928058
2017-04-11 00:00:00 +0000 +0000,1,59,28.1691729323308271
2017-04-12 00:00:00 +0000 +0000,1,56,27.4755244755244755
2017-04-13 00:00:00 +0000 +0000,1,61,28.6678321678321678
2017-04-14 00:00:00 +0000 +0000,1,64,29.4160839160839161
2017-04-15 00:00:00 +0000 +0000,1,49,25.7073170731707317
2017-04-16 00:00:00 +0000 +0000,1,47,15.1149825783972125
2017-04-17 00:00:00 +0000 +0000,1,71,31.6062717770034843
2017-04-18 00:00:00 +0000 +0000,2,59,29.0214285714285714
2017-04-19 00:00:00 +0000 +0000,1,56,25.9609929078014184
2017-04-20 00:00:00 +0000 +0000,1,69,29.4718309859154930
2017-04-21 00:00:00 +0000 +0000,1,56,24.5053003533568905
2017-04-22 00:00:00 +0000 +0000,1,53,26.4982578397212544
2017-04-23 00:00:00 +0000 +0000,1,47,18.0284697508896797
2017-04-24 00:00:00 +0000 +0000,4,51,24.1754385964912281
2017-04-25 00:00:00 +0000 +0000,1,54,26.7617328519855596
2017-04-26 00:00:00 +0000 +0000,1,57,27.5018181818181818
2017-04-27 00:00:00 +0000 +0000,1,45,22.0424242424242424
2017-04-28 00:00:00 +0000 +0000,22,61,43.8041958041958042
2017-04-29 00:00:00 +0000 +0000,1,51,29.8993055555555556
2017-04-30 00:00:00 +0000 +0000,1,49,26.1293706293706294
2017-05-01 00:00:00 +0000 +0000,1,29,11.4930555555555556
2017-05-02 00:00:00 +0000 +0000,1,51,26.2543554006968641
2017-05-03 00:00:00 +0000 +0000,1,56,27.5347222222222222
2017-05-04 00:00:00 +0000 +0000,1,61,30.5649122807017544
2017-05-05 00:00:00 +0000 +0000,1,61,29.1111111111111111
2017-05-06 00:00:00 +0000 +0000,1,57,28.7762237762237762
2017-05-07 00:00:00 +0000 +0000,1,49,23.7622377622377622
2017-05-08 00:00:00 +0000 +0000,1,53,24.8397212543554007
2017-05-09 00:00:00 +0000 +0000,1,56,26.5571428571428571
2017-05-10 00:00:00 +0000 +0000,1,56,27.6515679442508711
2017-05-11 00:00:00 +0000 +0000,1,59,28.8710801393728223
2017-05-12 00:00:00 +0000 +0000,1,64,29.7595818815331010
2017-05-13 00:00:00 +0000 +0000,1,57,29.0283687943262411
2017-05-14 00:00:00 +0000 +0000,1,49,27.5473684210526316
2017-05-15 00:00:00 +0000 +0000,1,53,26.2898550724637681
2017-05-16 00:00:00 +0000 +0000,1,56,25.8020833333333333
2017-05-17 00:00:00 +0000 +0000,1,67,29.4444444444444444
2017-05-18 00:00:00 +0000 +0000,1,67,31.4090909090909091
2017-05-19 00:00:00 +0000 +0000,1,36,16.7881944444444444
2017-05-20 00:00:00 +0000 +0000,1,49,22.2648083623693380
2017-05-21 00:00:00 +0000 +0000,1,44,21.2847222222222222
2017-05-22 00:00:00 +0000 +0000,1,54,23.2578397212543554
2017-05-23 00:00:00 +0000 +0000,1,59,28.1319444444444444
2017-05-24 00:00:00 +0000 +0000,1,57,28.3472222222222222
2017-05-25 00:00:00 +0000 +0000,1,64,30.6620209059233449
2017-05-26 00:00:00 +0000 +0000,1,59,30.1736111111111111
2017-05-27 00:00:00 +0000 +0000,1,36,13.8013937282229965
2017-05-28 00:00:00 +0000 +0000,1,20,6.3263888888888889
2017-05-29 00:00:00 +0000 +0000,1,53,20.4056939501779359
2017-05-30 00:00:00 +0000 +0000,1,53,25.3298611111111111
2017-05-31 00:00:00 +0000 +0000,1,54,22.2543554006968641
2017-06-01 00:00:00 +0000 +0000,1,54,24.6118881118881119
2017-06-02 00:00:00 +0000 +0000,1,61,25.5993031358885017
2017-06-03 00:00:00 +0000 +0000,1,47,19.4965277777777778
2017-06-04 00:00:00 +0000 +0000,1,36,11.3623693379790941
2017-06-05 00:00:00 +0000 +0000,1,53,23.3916083916083916
2017-06-06 00:00:00 +0000 +0000,1,54,22.3194444444444444
2017-06-07 00:00:00 +0000 +0000,1,56,24.1258741258741259
2017-06-08 00:00:00 +0000 +0000,1,57,27.8641114982578397
2017-06-09 00:00:00 +0000 +0000,1,67,28.8802816901408451
2017-06-10 00:00:00 +0000 +0000,1,49,18.9128919860627178
2017-06-11 00:00:00 +0000 +0000,1,45,12.3240418118466899
2017-06-12 00:00:00 +0000 +0000,1,59,28.5729166666666667
2017-06-13 00:00:00 +0000 +0000,1,61,26.9861111111111111
2017-06-14 00:00:00 +0000 +0000,1,61,27.3797909407665505
2017-06-15 00:00:00 +0000 +0000,1,57,27.3229166666666667
2017-06-16 00:00:00 +0000 +0000,1,67,28.7727272727272727
2017-06-17 00:00:00 +0000 +0000,1,57,25.1824561403508772
2017-06-18 00:00:00 +0000 +0000,1,49,17.3508771929824561
2017-06-19 00:00:00 +0000 +0000,2,57,30.3046594982078853
2017-06-20 00:00:00 +0000 +0000,1,56,26.1584507042253521
2017-06-21 00:00:00 +0000 +0000,1,59,26.8100358422939068
2017-06-22 00:00:00 +0000 +0000,1,61,28.2678571428571429
2017-06-23 00:00:00 +0000 +0000,1,54,25.5539568345323741
2017-06-24 00:00:00 +0000 +0000,1,27,9.9233449477351916
2017-06-25 00:00:00 +0000 +0000,1,51,25.2743055555555556
2017-06-26 00:00:00 +0000 +0000,1,45,19.9824561403508772
2017-06-27 00:00:00 +0000 +0000,1,29,12.3449477351916376
2017-06-28 00:00:00 +0000 +0000,1,36,11.9859649122807018
2017-06-29 00:00:00 +0000 +0000,1,44,15.3240418118466899
2017-06-30 00:00:00 +0000 +0000,1,49,19.4385964912280702
2017-07-01 00:00:00 +0000 +0000,1,33,16.5659722222222222
2017-07-02 00:00:00 +0000 +0000,1,29,11.7202797202797203
2017-07-03 00:00:00 +0000 +0000,1,54,25.5907473309608541
2017-07-04 00:00:00 +0000 +0000,1,61,29.7797202797202797
2017-07-05 00:00:00 +0000 +0000,13,59,33.1538461538461538
2017-07-06 00:00:00 +0000 +0000,13,63,34.8198529411764706
2017-07-07 00:00:00 +0000 +0000,11,63,35.6421052631578947
2017-07-08 00:00:00 +0000 +0000,13,49,29.5062240663900415
2017-07-09 00:00:00 +0000 +0000,11,35,22.6428571428571429
2017-07-10 00:00:00 +0000 +0000,13,53,27.7797619047619048
2017-07-11 00:00:00 +0000 +0000,1,54,26.3202846975088968
2017-07-12 00:00:00 +0000 +0000,1,53,27.3238434163701068
2017-07-13 00:00:00 +0000 +0000,1,56,27.4326241134751773
2017-07-14 00:00:00 +0000 +0000,1,57,31.5080645161290323
2017-07-15 00:00:00 +0000 +0000,1,36,20.1393442622950820
2017-07-16 00:00:00 +0000 +0000,1,35,18.5862068965517241
2017-07-17 00:00:00 +0000 +0000,1,51,24.4897959183673469
2017-07-18 00:00:00 +0000 +0000,1,71,27.3266932270916335
2017-07-19 00:00:00 +0000 +0000,1,57,25.9298892988929889
2017-07-20 00:00:00 +0000 +0000,1,54,27.0145985401459854
2017-07-21 00:00:00 +0000 +0000,1,59,28.9764705882352941
2017-07-22 00:00:00 +0000 +0000,1,49,24.7126865671641791
2017-07-23 00:00:00 +0000 +0000,1,35,17.0576131687242798
2017-07-24 00:00:00 +0000 +0000,1,49,24.5658914728682171
2017-07-25 00:00:00 +0000 +0000,1,53,26.1653543307086614
2017-07-26 00:00:00 +0000 +0000,1,54,25.2888888888888889
2017-07-27 00:00:00 +0000 +0000,1,82,28.8755020080321285
2017-07-28 00:00:00 +0000 +0000,1,54,24.6029411764705882
2017-07-29 00:00:00 +0000 +0000,1,44,22.4897119341563786
2017-07-30 00:00:00 +0000 +0000,1,29,14.9298892988929889
2017-07-31 00:00:00 +0000 +0000,1,49,25.4169884169884170
2017-08-01 00:00:00 +0000 +0000,1,54,27.8000000000000000
2017-08-02 00:00:00 +0000 +0000,1,56,25.9606299212598425
2017-08-03 00:00:00 +0000 +0000,1,54,27.0113636363636364
2017-08-04 00:00:00 +0000 +0000,1,59,26.9806201550387597
2017-08-05 00:00:00 +0000 +0000,1,44,22.1181102362204724
2017-08-06 00:00:00 +0000 +0000,1,27,13.5457875457875458
2017-08-07 00:00:00 +0000 +0000,1,51,23.9483394833948339
2017-08-08 00:00:00 +0000 +0000,1,53,25.9664179104477612
2017-08-09 00:00:00 +0000 +0000,2,54,28.3646616541353383
2017-08-10 00:00:00 +0000 +0000,1,54,25.7786885245901639
2017-08-11 00:00:00 +0000 +0000,1,54,26.1181434599156118
2017-08-12 00:00:00 +0000 +0000,1,44,22.5703971119133574
2017-08-13 00:00:00 +0000 +0000,1,29,14.8055555555555556
2017-08-14 00:00:00 +0000 +0000,1,54,25.7434944237918216
2017-08-15 00:00:00 +0000 +0000,2,59,31.6872427983539095
2017-08-16 00:00:00 +0000 +0000,1,56,29.7429718875502008
2017-08-17 00:00:00 +0000 +0000,1,57,29.5460992907801418
2017-08-18 00:00:00 +0000 +0000,2,57,34.3744292237442922
2017-08-19 00:00:00 +0000 +0000,1,45,23.8576512455516014
2017-08-20 00:00:00 +0000 +0000,1,31,15.5321428571428571
2017-08-21 00:00:00 +0000 +0000,1,54,24.5971731448763251
2017-08-22 00:00:00 +0000 +0000,1,59,25.1985559566787004
2017-08-23 00:00:00 +0000 +0000,1,53,26.6760563380281690
2017-08-24 00:00:00 +0000 +0000,1,56,26.8239436619718310
2017-08-25 00:00:00 +0000 +0000,2,51,27.4381625441696113
2017-08-26 00:00:00 +0000 +0000,1,38,19.0869565217391304
2017-08-27 00:00:00 +0000 +0000,1,18,9.1205673758865248
2017-08-28 00:00:00 +0000 +0000,1,40,15.3543859649122807
2017-08-29 00:00:00 +0000 +0000,1,49,16.4590747330960854
2017-08-30 00:00:00 +0000 +0000,1,15,6.7605633802816901
2017-08-31 00:00:00 +0000 +0000,1,17,5.9681978798586572
2017-09-01 00:00:00 +0000 +0000,1,29,9.5750000000000000
2017-09-02 00:00:00 +0000 +0000,1,38,15.7386759581881533
2017-09-03 00:00:00 +0000 +0000,1,36,14.9045936395759717
2017-09-04 00:00:00 +0000 +0000,1,24,9.5035460992907801
2017-09-05 00:00:00 +0000 +0000,1,44,15.6205673758865248
2017-09-06 00:00:00 +0000 +0000,1,49,21.9678571428571429
2017-09-07 00:00:00 +0000 +0000,1,54,25.8071428571428571
2017-09-08 00:00:00 +0000 +0000,1,61,28.0551470588235294
2017-09-09 00:00:00 +0000 +0000,1,49,25.3925925925925926
2017-09-10 00:00:00 +0000 +0000,1,42,19.2761194029850746
2017-09-11 00:00:00 +0000 +0000,1,56,27.0428015564202335
2017-09-12 00:00:00 +0000 +0000,1,59,30.1225296442687747
2017-09-13 00:00:00 +0000 +0000,1,61,30.5269709543568465
2017-09-14 00:00:00 +0000 +0000,1,63,30.1622641509433962
2017-09-15 00:00:00 +0000 +0000,1,64,30.2530120481927711
2017-09-16 00:00:00 +0000 +0000,1,57,29.7236363636363636
2017-09-17 00:00:00 +0000 +0000,1,47,24.6240000000000000
2017-09-18 00:00:00 +0000 +0000,1,51,24.8790322580645161
2017-09-19 00:00:00 +0000 +0000,1,56,27.2647058823529412
2017-09-20 00:00:00 +0000 +0000,1,63,27.8978723404255319
2017-09-21 00:00:00 +0000 +0000,1,56,27.5081300813008130
2017-09-22 00:00:00 +0000 +0000,1,61,30.0996168582375479
2017-09-23 00:00:00 +0000 +0000,1,57,27.0742187500000000
2017-09-24 00:00:00 +0000 +0000,1,49,22.9078014184397163
2017-09-25 00:00:00 +0000 +0000,1,51,26.5330882352941176
2017-09-26 00:00:00 +0000 +0000,1,56,25.6180555555555556
2017-09-27 00:00:00 +0000 +0000,1,63,27.8048780487804878
2017-09-28 00:00:00 +0000 +0000,1,56,25.8055555555555556
2017-09-29 00:00:00 +0000 +0000,1,64,27.7622377622377622
2017-09-30 00:00:00 +0000 +0000,1,63,28.4529616724738676
2017-10-01 00:00:00 +0000 +0000,1,53,23.8229166666666667
2017-10-02 00:00:00 +0000 +0000,1,59,24.4861111111111111
2017-10-03 00:00:00 +0000 +0000,1,59,26.0215053763440860
2017-10-04 00:00:00 +0000 +0000,1,59,27.0972222222222222
2017-10-05 00:00:00 +0000 +0000,1,64,28.6411149825783972
2017-10-06 00:00:00 +0000 +0000,1,63,28.5208333333333333
2017-10-07 00:00:00 +0000 +0000,1,56,26.3101045296167247
2017-10-08 00:00:00 +0000 +0000,1,45,20.7395833333333333
2017-10-09 00:00:00 +0000 +0000,1,53,23.3484320557491289
2017-10-10 00:00:00 +0000 +0000,1,59,26.6458333333333333
2017-10-11 00:00:00 +0000 +0000,1,61,27.7212543554006969
2017-10-12 00:00:00 +0000 +0000,1,63,28.5512367491166078
2017-10-13 00:00:00 +0000 +0000,1,67,29.8402777777777778
2017-10-14 00:00:00 +0000 +0000,1,54,27.9790940766550523
2017-10-15 00:00:00 +0000 +0000,1,53,22.7395833333333333
2017-10-16 00:00:00 +0000 +0000,1,57,25.6550522648083624
2017-10-17 00:00:00 +0000 +0000,1,61,27.4070175438596491
2017-10-18 00:00:00 +0000 +0000,1,61,26.7508771929824561
2017-10-19 00:00:00 +0000 +0000,1,59,26.5929824561403509
2017-10-20 00:00:00 +0000 +0000,1,59,24.8432055749128920
2017-10-21 00:00:00 +0000 +0000,1,53,25.3750000000000000
2017-10-22 00:00:00 +0000 +0000,1,49,18.2062937062937063
2017-10-23 00:00:00 +0000 +0000,1,53,21.4055944055944056
2017-10-24 00:00:00 +0000 +0000,1,53,25.7237762237762238
2017-10-25 00:00:00 +0000 +0000,1,72,29.5368421052631579
2017-10-26 00:00:00 +0000 +0000,1,57,27.0871080139372822
2017-10-27 00:00:00 +0000 +0000,1,63,26.8986013986013986
2017-10-28 00:00:00 +0000 +0000,1,51,24.6689895470383275
2017-10-29 00:00:00 +0000 +0000,1,45,18.0381944444444444
2017-10-30 00:00:00 +0000 +0000,1,57,23.9821428571428571
